Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
SUZUKI;SX4;SX4;SUZUKI;"S-CROSS 1.4 HYBRID AUTO";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1373;INFERIEURE;7;95,000;8,000;1310;0,07;AUTOMATIQUE;6;7,580;7,928;5,901;6,121;5,387;5,622;6,798;7,115;6,285;6,560;;;;;;;171,37;179,20;133,28;138,22;121,63;126,90;153,63;160,75;141,98;148,18;0,336;0,032;0,019;;0,000;1385;1385;Malus;11912;34190
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Berline (115ch)";GAZOLE;BERLINE;1461;"MOYENNE INFERIEURE";6;85,000;;1346;0,06;MECANIQUE;6;4,986;5,539;4,384;4,809;3,836;4,234;4,761;5,155;4,429;4,852;;;;;;;130,84;145,39;115,01;126,20;100,64;111,10;124,93;135,30;116,21;127,33;0,067;;0,012;0,021;0,000;1421;1421;"Neutre 0";;32275
FORD;TOURNEO;"TOURNEO CONNECT";FORD;"TOURNEO CONNECT 1.5 EcoBlue (100ch) BVM6";GAZOLE;COMBISPACE;1499;INFERIEURE;5;73,300;;1589;0,05;MECANIQUE;6;5,853;6,831;5,202;6,135;4,719;5,648;6,052;7,064;5,442;6,407;;;;;;;153,41;179,05;136,33;160,80;123,66;148,03;158,62;185,16;142,61;167,94;0,045;0,005;0,030;0,034;0,000;1664;1797;Malus;450;26495
RENAULT;CLIO;CLIO;RENAULT;"CLIO (101ch)";GAZOLE;BERLINE;1461;INFERIEURE;5;74,000;;1173;0,06;MECANIQUE;6;4,697;5,165;3,950;4,450;3,579;4,046;4,392;5,060;4,092;4,637;;;;;;;123,21;135,49;103,57;116,69;93,81;106,06;115,19;132,73;107,30;121,61;0,134;;0,031;0,069;0,000;1248;1248;"Neutre 0";;23000
RENAULT;SCENIC;SCENIC;RENAULT;"Grand SCENIC (158ch)";ESSENCE;"MONOSPACE COMPACT";1332;"MOYENNE INFERIEURE";8;116,000;;1490;0,08;AUTOMATIQUE;7;8,225;8,656;6,264;6,712;5,532;5,916;6,700;7,191;6,454;6,896;;;;;;;186,16;195,93;141,69;151,84;125,08;133,78;151,58;162,71;146,00;156,00;0,247;0,009;0,019;;0,000;1565;1565;Malus;1172;38067
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1320;0,08;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;0,000;1395;1395;Malus;450;37510
PEUGEOT;"EXPERT TRAVELLER";TRAVELLER;AUTRES;"TRAVELER 2.0 BlueHDi FAP S&S (150ch) BVM6";GAZOLE;MINIBUS;1997;"MOYENNE INFERIEURE";7;106,000;;1718;0,06;MECANIQUE;6;7,218;8,191;6,039;7,298;5,722;6,763;7,599;8,630;6,652;7,725;;;;;;;189,29;214,82;158,35;191,38;150,04;177,35;199,29;226,34;174,43;202,58;0,028;;0,023;0,027;0,000;1793;1793;Malus;8254;38875
SKODA;KAMIQ;KAMIQ;VGF;"Kamiq Ambition 1.0 TSI (95ch) BVM5. châssis classique. classe A";ESSENCE;"TS TERRAINS/CHEMINS";999;"MOYENNE INFERIEURE";5;70,000;;1152;0,06;MECANIQUE;5;6,490;6,836;4,866;5,413;4,365;5,005;5,327;6,193;5,092;5,753;;;;;;;146,96;154,78;110,09;122,47;98,70;113,21;120,56;140,18;115,20;130,20;0,230;0,026;0,034;;0,000;1227;1227;"Neutre 0";;24607
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive45e";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";2998;LUXE;17;210,000;55,000;2435;0,09;AUTOMATIQUE;8;;;;;;;;;1,158;1,428;242,000;261,300;88,300;81,000;98,700;90,500;;;;;;;;;26,39;32,54;0,148;0,016;0,009;;0,001;2510;2510;"Neutre 0";;91300
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC CAB 1.5 TSI (150ch) DSG7 18/19'' FIB éqt ttne Freins 15''";ESSENCE;CABRIOLET;1498;INFERIEURE;8;110,000;;1471;0,07;AUTOMATIQUE;7;8,111;8,589;6,191;6,849;5,505;6,176;6,632;7,550;6,392;7,122;;;;;;;183,06;193,85;139,68;154,53;124,15;139,32;149,63;170,38;144,20;160,70;0,126;0,014;0,010;;0,000;1546;1546;Malus;983;44278
CITROEN;"JUMPY SPACE TOURER";"SPACE TOURER";STELLANTIS;"SPACETOURER 1.5 BlueHDi FAP S&S (100ch) BVM6";GAZOLE;MINIBUS;1499;"MOYENNE INFERIEURE";6;88,000;;1659;0,05;MECANIQUE;6;6,635;7,640;5,429;6,280;5,277;5,998;6,944;7,798;6,080;6,912;;;;;;;173,81;200,17;142,20;164,52;138,21;157,12;181,93;204,31;159,27;181,10;0,072;;0,050;0,055;0,000;1734;1734;Malus;4026;34350
PEUGEOT;E-RIFTER;RIFTER;AUTRES;e-Rifter;ELECTRIC;COMBISPACE;0;INFERIEURE;4;;57,000;1766;0,00;"VARIATION ELECTRIQUE";1;;;;;;;;;;;186,700;227,000;293,000;245,000;433,000;346,100;;;;;;;;;;;;;;;;1841;1841;"Bonus 4000";-6000;43050
ALPINE;A110;A110;RENAULT;"A110 (300ch)";ESSENCE;COUPE;1798;LUXE;19;221,000;;1109;0,20;AUTOMATIQUE;7;10,248;10,503;6,348;6,535;5,720;5,998;6,579;6,913;6,755;7,032;;;;;;;232,57;238,28;143,96;148,13;129,69;135,92;149,20;156,70;153,21;159,40;0,204;0,011;0,012;;0,000;1184;1184;Malus;2049;76250
VOLKSWAGEN;GOLF;GOLF;VGF;"GOLF 2.0 TDI (150ch) DSG7 ess ar Mbr ss+r 17/18'' EU6AP FIA LED gnI";GAZOLE;BERLINE;1968;"MOYENNE INFERIEURE";8;110,000;;1383;0,08;AUTOMATIQUE;7;6,270;6,678;4,465;4,778;3,577;4,073;3,920;4,801;4,238;4,822;;;;;;;164,45;175,18;117,10;125,32;93,78;106,82;102,78;125,92;111,14;126,47;0,025;;0,034;0,042;0,000;1458;1458;"Neutre 0";;35558
PEUGEOT;508;508;AUTRES;"508 PSE Hybrid PHEV (360h) BVA8";"ELEC+ESSENC HR";BERLINE;1598;"MOYENNE SUPERIEURE";11;147,000;62,700;1850;0,08;AUTOMATIQUE;8;;;;;;;;;;1,782;;168,000;;55,000;;54,000;;;;;;;;;;40,29;0,200;0,012;0,010;;0,000;1925;1925;"Neutre 0";;68550
VOLKSWAGEN;GOLF;GOLF;VGF;"GOLF GTD 2.0 TDI (200ch) DSG7 ess ar Mbr ss+r 17/18/19'' sport DCC ssp spt a lmt EU6AP FIA";GAZOLE;BERLINE;1968;"MOYENNE INFERIEURE";11;147,000;;1390;0,11;AUTOMATIQUE;7;7,401;8,317;5,004;5,562;4,185;4,974;4,749;5,987;4,980;5,899;;;;;;;194,10;218,17;131,23;145,88;109,74;130,45;124,53;157,03;130,60;154,70;0,028;;0,031;0,042;0,000;1465;1465;"Neutre 0";;45610
B.M.W.;"SERIE 3";318;AUTRES;"318d Touring";"GAZ+ELEC HNR";BREAK;1995;SUPERIEURE;8;110,000;0,000;1660;0,07;AUTOMATIQUE;8;6,278;6,839;4,802;5,868;4,482;5,106;5,028;5,843;4,980;5,754;;;;;;;164,68;179,40;125,92;153,90;117,53;133,89;131,86;153,25;130,60;150,90;0,048;;0,016;0,039;0,000;1735;1735;Malus;11909;50450
JAGUAR;XE;XE;TATA;"XE D200 (17"".18"")";"GAZ+ELEC HNR";BERLINE;1998;SUPERIEURE;11;150,000;10,500;1679;0,09;AUTOMATIQUE;8;6,081;6,841;4,906;5,737;4,092;4,995;4,964;6,503;4,832;5,767;;;;;;;159,48;179,37;128,63;150,39;107,26;130,92;130,16;158,70;126,70;151,20;0,071;0,015;0,017;0,031;0,000;1754;1754;Malus;11902;57673
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 1.0 TSI (110ch) BVM6 16/17'' rlt fbl résist EU6AP FIA éqt gnI Freins 15''";ESSENCE;"TS TERRAINS/CHEMINS";999;INFERIEURE;6;81,000;;1226;0,07;MECANIQUE;6;7,122;7,710;5,301;6,166;4,718;5,552;5,586;6,604;5,465;6,338;;;;;;;161,69;174,95;120,28;139,84;107,02;125,86;126,75;149,80;124,00;143,74;0,216;0,022;0,027;;0,000;1301;1301;Malus;230;29433
MINI;MINI;CABRIO;B.M.W.;"MINI Cooper S Cabrio (F57)";ESSENCE;CABRIOLET;1998;INFERIEURE;9;131,000;;1325;0,10;AUTOMATIQUE;7;8,409;8,864;5,750;6,411;4,862;5,652;5,673;6,829;5,803;6,652;;;;;;;191,22;201,47;130,70;145,62;110,47;128,33;128,95;155,13;131,90;151,10;0,188;0,016;0,009;;0,001;1400;1400;Malus;360;41233
B.M.W.;"SERIE 4";420;AUTRES;"420d xDrive Coupe";"GAZ+ELEC HNR";COUPE;1995;"MOYENNE SUPERIEURE";10;140,000;0,000;1670;0,08;AUTOMATIQUE;8;6,436;6,890;4,744;5,689;4,330;5,045;4,802;5,791;4,862;5,687;;;;;;;168,70;180,59;124,29;149,06;113,43;132,16;125,83;151,73;127,40;149,00;0,087;;0,017;0,045;0,000;1745;1745;Malus;11909;58050
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper SD Countryman (F60)";GAZOLE;"TS TERRAINS/CHEMINS";1995;INFERIEURE;10;140,000;;1535;0,09;AUTOMATIQUE;8;6,320;6,529;4,970;5,498;4,576;4,955;5,230;5,786;5,120;5,570;;;;;;;165,48;170,97;130,05;143,91;119,72;129,65;136,87;151,46;134,00;145,80;0,167;;0,015;0,061;0,000;1610;1610;Malus;260;43000
TOYOTA;COROLLA;COROLLA;TOYOTA;"Corolla 2.0L Hybride (184ch) Berline Dynamic Business";"ESS+ELEC HNR";BERLINE;1987;"MOYENNE INFERIEURE";8;112,000;48,000;1340;0,08;"VARIATION CONTINUE";0;4,325;5,125;3,973;4,720;4,149;4,978;5,621;6,823;4,659;5,599;;;;;;;97,95;116,05;89,96;106,85;93,94;112,69;127,37;154,60;105,52;126,81;0,188;0,022;0,004;;0,000;1415;1415;"Neutre 0";11900;35530
VOLKSWAGEN;TIGUAN;TIGUAN;VGF;"TIGUAN 2.0 TDI (150ch) DSG7 ess2 ss+r opt PAC 17/18'' rlt fbl résist EU6AP FIA gnI";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";8;110,000;;1556;0,07;AUTOMATIQUE;7;7,218;7,644;5,117;5,680;4,371;5,047;5,121;6,023;5,168;5,868;;;;;;;189,13;200,29;134,06;148,79;114,51;132,21;134,16;157,79;135,40;153,73;0,026;;0,030;0,039;0,000;1631;1631;Malus;450;48739
B.M.W.;"SERIE 2";218;AUTRES;"218d Active Tourer";GAZOLE;"MONOSPACE COMPACT";1995;"MOYENNE INFERIEURE";8;110,000;;1545;0,07;AUTOMATIQUE;7;6,963;7,423;4,662;5,243;3,950;4,524;4,695;5,377;4,761;5,359;;;;;;;182,44;194,50;122,11;137,35;103,46;118,52;122,97;140,86;124,70;140,40;0,043;;0,025;0,031;0,000;1620;1620;Malus;50;38888
MERCEDES;"AMG GT";"AMG GT 53";AUTRES;"AMG GT 53 4-Door Coupé 4MATIC+";"ESS+ELEC HNR";BERLINE;2999;LUXE;32;320,000;10,400;1970;0,16;AUTOMATIQUE;9;13,598;14,111;8,957;9,732;7,890;8,695;8,706;9,858;9,157;10,040;;;;;;;309,06;320,62;203,46;221,00;179,17;197,40;197,74;223,86;208,00;228,00;0,239;0,019;0,020;;0,000;2045;2045;Malus;14447;123500
MERCEDES;"CLASSE C";"C 200";AUTRES;"C 220 d";"GAZ+ELEC HNR";BREAK;1993;SUPERIEURE;9;120,000;10,000;1705;0,07;AUTOMATIQUE;9;6,055;6,767;4,425;5,047;3,814;4,318;4,224;4,985;4,383;5,030;;;;;;;158,94;177,65;116,12;132,47;100,07;113,32;110,84;130,83;115,00;132,00;0,064;;0,007;0,014;0,000;1780;1780;"Neutre 0";11900;55683
B.M.W.;"SERIE X";X3;AUTRES;"X3 xDrive18d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1995;SUPERIEURE;8;110,000;0,000;1810;0,06;AUTOMATIQUE;8;6,508;7,213;5,161;6,336;4,920;5,774;5,949;7,126;5,546;6,560;;;;;;;170,46;188,94;135,11;165,91;128,78;151,17;155,79;186,67;145,20;171,80;0,159;;0,023;0,061;0,000;1885;1885;Malus;12774;55100
B.M.W.;"SERIE X";X4;AUTRES;"X4 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;SUPERIEURE;17;210,000;0,000;1935;0,11;AUTOMATIQUE;8;8,302;9,022;5,807;6,709;5,234;6,164;6,200;7,394;6,102;7,092;;;;;;;217,38;236,29;151,97;175,66;136,94;161,37;162,28;193,62;159,70;185,70;0,131;;0,043;0,060;0,001;2010;2010;Malus;14039;68850
MERCEDES;"CLASSE S";"S 580";AUTRES;"S 580 e";"ELEC+ESSENC HR";BERLINE;2999;LUXE;25;270,000;55,000;2305;0,12;AUTOMATIQUE;9;;;;;;;;;0,592;0,737;200,160;214,730;115,000;106,500;114,200;106,000;;;;;;;;;13,41;16,69;0,247;0,013;0,004;;0,000;2380;2380;"Neutre 0";;82525
VOLKSWAGEN;GOLF;GOLF;VGF;"GOLF 1.5 eTSI (150ch) DSG7 ess ar Mbr ss+r 17/18'' DCC EU6AP FIA";"ESS+ELEC HNR";BERLINE;1498;"MOYENNE INFERIEURE";8;110,000;0,000;1290;0,09;AUTOMATIQUE;7;7,323;7,577;5,089;5,591;4,343;5,080;4,914;6,208;5,094;5,917;;;;;;;166,29;172,05;115,48;126,89;98,51;115,25;111,50;140,92;115,60;134,29;0,135;0,021;0,019;;0,000;1365;1365;Malus;11906;32478
B.M.W.;"SERIE 2";218;AUTRES;"218i Gran Coupé";ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1375;0,07;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;0,000;1450;1450;Malus;210;40663
MERCEDES;"CLASSE GLE";"GLE 300";AUTRES;"GLE 300 d 4MATIC";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1993;LUXE;16;200,000;10,000;2205;0,09;AUTOMATIQUE;9;8,898;9,395;6,954;7,540;5,998;6,526;7,340;7,973;7,055;7,628;;;;;;;233,35;246,36;182,34;197,70;157,27;171,08;192,47;209,04;185,00;200,00;0,059;;0,010;0,022;0,000;2280;2280;Malus;16763;79100
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1200;0,08;MECANIQUE;6;7,636;7,914;5,264;6,111;4,652;5,513;5,357;6,667;5,424;6,364;;;;;;;173,36;179,78;119,36;138,74;105,42;125,12;121,47;151,41;123,00;144,50;0,288;0,018;0,012;;0,000;1275;1275;"Neutre 0";;29757
RENAULT;KOLEOS;KOLEOS;RENAULT;"KOLEOS (183ch)";GAZOLE;"TS TERRAINS/CHEMINS";1997;"MOYENNE SUPERIEURE";10;135,000;;1773;0,08;"VARIATION CONTINUE";0;8,146;8,711;6,489;6,701;5,808;6,006;6,980;7,232;6,674;6,943;;;;;;;213,63;228,41;170,14;175,65;152,27;157,42;183,03;189,59;175,00;182,00;0,080;;0,043;0,067;0,000;1848;1848;Malus;7566;52300
VOLVO;XC60;XC60;GEELY;"XC60 B4 AWD (190ch) Geartronic 8";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1969;SUPERIEURE;11;145,000;8,000;1837;0,08;AUTOMATIQUE;8;6,984;7,564;6,150;6,864;5,274;5,885;6,067;7,054;5,962;6,723;;;;;;;182,83;198,06;160,93;179,70;137,96;154,01;158,76;184,67;156,00;176,00;0,246;;0,031;0,059;0,000;1912;1912;Malus;13063;63730
B.M.W.;"SERIE 2";220;AUTRES;"220i Gran Coupé";ESSENCE;BERLINE;1998;"MOYENNE INFERIEURE";9;131,000;;1430;0,09;AUTOMATIQUE;7;9,169;9,172;6,027;6,825;4,934;5,902;5,446;7,220;5,902;6,993;;;;;;;209,40;209,41;137,55;155,75;112,55;134,66;124,27;164,78;134,70;159,60;0,156;0,017;0,011;;0,000;1505;1505;Malus;450;44133
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1290;0,08;MECANIQUE;6;7,631;8,440;5,556;6,526;4,781;5,964;5,532;7,111;5,585;6,815;;;;;;;174,08;191,97;126,64;148,30;108,93;135,49;126,08;161,64;127,30;154,90;0,291;0,024;0,018;;0,001;1365;1365;Malus;170;35210
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A";GAZOLE;"TS TERRAINS/CHEMINS";1968;SUPERIEURE;8;110,000;;1678;0,07;AUTOMATIQUE;7;6,952;7,280;4,928;5,409;4,210;4,806;4,932;5,736;4,977;5,588;;;;;;;182,15;190,74;129,10;141,70;110,28;125,91;129,21;150,27;130,40;146,40;0,026;;0,030;0,039;0,000;1753;1753;Malus;330;33820
PEUGEOT;208;208;AUTRES;"208 PureTech S&S (100ch) BVA8";ESSENCE;BERLINE;1199;INFERIEURE;5;74,000;;1090;0,07;AUTOMATIQUE;8;6,634;7,073;5,169;5,776;4,406;4,989;5,175;6,047;5,131;5,802;;;;;;;150,04;159,98;116,78;130,54;99,48;112,69;116,92;136,69;115,93;131,14;0,314;0,025;0,031;;0,000;1165;1165;"Neutre 0";;26013
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Ecoboost Hybrid (125ch) S&S (mHEV) Powershift";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;6;91,900;7,300;1136;0,08;MECANIQUE;6;6,182;7,283;4,527;5,481;4,263;5,301;5,226;6,555;4,914;6,046;;;;;;;139,62;164,41;102,14;123,58;96,15;119,50;117,98;147,92;110,90;136,39;0,309;0,034;0,014;;0,001;1211;1323;"Neutre 0";11900;24190
FIAT;500;500;STELLANTIS;"500 Hybrid 1.0 BSG (70ch) Start/Stop Euro 6";"ESS+ELEC HNR";BERLINE;999;ECONOMIQUE;4;51,500;1,370;999;0,05;MECANIQUE;6;5,629;5,839;4,814;5,199;4,312;4,815;5,410;6,257;4,979;5,541;;;;;;;128,48;133,12;109,81;118,47;98,31;109,68;123,47;142,71;113,60;126,31;0,281;0,031;0,048;;;1074;1074;"Neutre 0";11900;18540
SEAT;LEON;LEON;VGF;"LEON 5P TSI (110ch) DSG7";"ESS+ELEC HNR";BERLINE;999;"MOYENNE INFERIEURE";6;81,000;0,000;1260;0,06;AUTOMATIQUE;7;6,850;7,551;5,451;6,078;4,926;5,645;5,924;7,134;5,643;6,516;;;;;;;155,78;171,55;123,92;138,05;111,97;128,20;134,69;162,08;128,30;148,00;0,117;0,020;0,038;;0,000;1335;1335;Malus;11902;29158
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1320;0,08;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;0,000;1395;1395;Malus;75;37510
VOLKSWAGEN;KOMBI;KOMBI;VGF;"TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (150ch) BVM6";GAZOLE;MINIBUS;1968;"MOYENNE SUPERIEURE";8;110,000;;1895;0,06;MECANIQUE;6;7,971;8,345;6,547;7,266;5,866;6,620;7,117;8,326;6,729;7,587;;;;;;;209,09;218,91;171,72;190,58;153,85;173,64;186,68;218,39;176,50;199,00;0,015;;0,041;0,053;0,000;1970;1970;Malus;15973;61920
CUPRA;FORMENTOR;FORMENTOR;VGF;"CUPRA FORMENTOR 1.5 TSI (150ch) BVM6";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE SUPERIEURE";8;110,000;;1383;0,08;AUTOMATIQUE;7;8,874;8,850;6,325;7,200;5,347;6,439;6,016;7,898;6,253;7,433;;;;;;;200,74;200,60;142,93;162,63;120,74;145,37;135,92;178,45;141,30;167,90;0,381;0,031;0,014;;0,001;1458;1458;Malus;1629;38453
MERCEDES;"VITO TOURER";VITO;AUTRES;"VITO Tourer long 124 CDI (237ch) Propulsion 4x2 PTAC 3100kg";GAZOLE;MINIBUS;1950;"MOYENNE INFERIEURE";14;174,000;;1947;0,09;AUTOMATIQUE;9;8,591;11,319;6,665;8,728;5,773;7,601;6,987;9,001;6,761;8,823;;;;;;;224,97;296,42;174,50;228,52;151,11;198,99;182,92;235,68;177,00;231,00;0,116;;0,022;0,037;0,000;2022;2022;Malus;21861;47096
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Estate (115ch)";GAZOLE;BREAK;1461;"MOYENNE INFERIEURE";6;85,000;;1400;0,06;AUTOMATIQUE;7;5,813;6,039;4,473;4,945;4,005;4,449;4,718;5,156;4,594;5,013;;;;;;;152,17;158,11;117,00;129,40;104,71;116,37;123,42;134,93;120,17;131,17;0,151;;0,026;0,072;0,000;1475;1475;"Neutre 0";;34775
MERCEDES;"CLASSE E";"E 400";AUTRES;"E 400 d 4MATIC";GAZOLE;BERLINE;2925;LUXE;21;243,000;;1845;0,13;AUTOMATIQUE;9;10,444;10,699;7,134;7,612;5,379;6,029;5,491;6,384;6,451;7,100;;;;;;;273,67;280,35;186,89;199,44;140,88;157,93;143,84;167,24;169,00;186,00;0,033;;0,033;0,052;0,001;1920;1920;Malus;6604;82425
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive45e";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";2998;LUXE;17;210,000;55,000;2435;0,09;AUTOMATIQUE;8;;;;;;;;;1,158;1,428;242,000;261,300;88,300;81,000;98,700;90,500;;;;;;;;;26,39;32,54;0,148;0,016;0,009;;0,001;2510;2510;"Neutre 0";;91300
HYUNDAI;KONA;KONA;HYUNDAI;"KONA 1.0 T-GDi (120ch) 48V";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";998;INFERIEURE;6;88,300;7,940;1265;0,07;MECANIQUE;6;7,073;7,277;5,237;5,776;4,675;5,280;5,666;6,634;5,461;6,127;;;;;;;160,69;165,16;118,91;131,01;106,12;119,71;128,68;150,53;124,00;139,00;0,223;0,025;0,022;;0,000;1340;1340;Malus;11911;26450
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (91ch)";ESSENCE;"TS TERRAINS/CHEMINS";999;INFERIEURE;5;67,000;;1221;0,05;MECANIQUE;6;6,729;7,194;5,283;5,771;4,922;5,337;6,220;6,757;5,697;6,177;;;;;;;151,96;162,50;119,20;130,27;111,02;120,42;140,43;152,61;128,57;139,45;0,244;0,047;0,047;;;1296;1296;Malus;125;24867
MINI;MINI;MINI;B.M.W.;"MINI One 75 Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;4;55,000;;1210;0,05;MECANIQUE;6;7,438;7,984;5,130;5,771;4,610;5,126;5,378;5,968;5,365;5,937;;;;;;;169,11;181,52;116,55;131,12;104,71;116,44;122,20;135,62;121,90;134,90;0,140;0,013;0,007;;0,000;1285;1285;"Neutre 0";;23450
B.M.W.;"SERIE 2";218;AUTRES;"218d Gran Coupé";GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";8;110,000;;1470;0,07;AUTOMATIQUE;8;6,352;6,973;4,672;5,407;4,154;4,981;4,422;5,417;4,648;5,488;;;;;;;166,32;182,56;122,25;141,49;108,65;130,31;115,69;141,75;121,60;143,60;0,178;;0,013;0,066;0,000;1545;1545;Malus;100;43563
MERCEDES;"CLASSE V";"V 220";AUTRES;"V 220 d (163ch) 4MATIC BlueEFFICIENCY extra-long";GAZOLE;MONOSPACE;1950;SUPERIEURE;9;120,000;;2170;0,06;AUTOMATIQUE;9;8,534;10,821;7,120;9,032;6,249;8,111;7,448;9,450;7,156;9,135;;;;;;;224,20;284,32;187,04;237,31;164,16;213,09;195,67;248,29;188,00;240,00;0,027;;0,017;0,024;0,000;2245;2245;Malus;36544;67675
VOLVO;XC90;XC90;GEELY;"XC90 B5 AWD 7PL (235ch) Geatronic 8";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1969;LUXE;13;173,000;8,000;2095;0,08;AUTOMATIQUE;8;8,231;8,976;6,599;7,525;5,627;6,744;6,649;7,868;6,535;7,599;;;;;;;215,51;235,14;172,68;197,05;147,19;176,56;174,01;206,05;171,00;199,00;0,254;;0,043;0,071;0,001;2170;2170;Malus;15653;91530
VOLKSWAGEN;POLO;POLO;VGF;"POLO 1.0 TSI (95ch) DSG7 ess2 ss+r 15/16'' DCC EU6AP FIA gnI";ESSENCE;BERLINE;999;INFERIEURE;5;70,000;;1124;0,06;AUTOMATIQUE;7;7,293;7,221;5,159;5,677;4,492;5,119;5,133;6,008;5,228;5,828;;;;;;;165,84;164,15;117,23;128,98;102,04;116,28;116,64;136,52;118,81;132,42;0,174;0,021;0,038;;0,000;1199;1199;"Neutre 0";;25223
B.M.W.;"SERIE 4";440;AUTRES;"M440i xDrive Cabriolet";"ESS+ELEC HNR";CABRIOLET;2998;"MOYENNE SUPERIEURE";26;275,000;0,000;1890;0,15;AUTOMATIQUE;8;11,727;12,325;7,898;8,752;6,601;7,320;7,063;7,991;7,712;8,516;;;;;;;268,00;281,68;180,46;199,98;150,80;167,24;161,36;182,59;176,20;194,60;0,059;0,013;0,010;;0,000;1965;1965;Malus;13606;77150
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (140ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;INFERIEURE;7;103,000;0,000;1245;0,08;MECANIQUE;6;7,002;7,374;5,339;5,720;4,908;5,275;6,114;6,521;5,702;6,087;;;;;;;158,60;167,04;120,86;129,48;111,06;119,40;138,44;147,67;129,10;137,83;0,202;0,012;0,021;;0,000;1320;1320;Malus;11904;28967
